community,ASV_id,LogAbundance_HighControl,LogAbundance_MidControl,LogAbundance_LowControl,weight_warmed_gradient,weight_warmed_experiment,weight_cooled_gradient,weight_cooled_experiment,Genus,Family,Phylum,Class,Order
fungi,17,3.22,3.58,4.31,0.08,0.19,0.13,0.19,NA,NA,Ascomycota,Leotiomycetes,Helotiales
fungi,512,3.21,NA,NA,-0.15,-0.08,0.13,0.21,Scutellospora,Gigasporaceae,Glomeromycota,Glomeromycetes,Gigasporales
fungi,668,NA,2.71,NA,-0.04,0.01,0.13,0.44,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,472,3.66,6.5,NA,-0.15,-0.18,0.13,0.16,Hemimycena,Tricholomataceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,348,NA,NA,NA,0.1,0.33,0.13,0.37,Tetracladium,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,367,NA,3.38,NA,0,NA,0.12,0.22,NA,NA,Ascomycota,Sordariomycetes,Hypocreales
fungi,113,NA,3.16,NA,0.05,0.29,0.12,0.16,Venturia,Venturiaceae,Ascomycota,Dothideomycetes,Venturiales
fungi,309,NA,4.57,NA,-0.09,NA,0.12,0.27,Penicillium,Aspergillaceae,Ascomycota,Eurotiomycetes,Eurotiales
fungi,680,NA,NA,NA,0.03,0.23,0.12,0.28,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,645,3.92,2.71,4.46,-0.18,-0.22,0.12,0.18,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,620,4.04,5.61,3.91,-0.1,-0.2,0.12,0.09,NA,Clavariaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,24,2.98,3.37,3.02,-0.02,-0.12,0.12,-0.09,Paraglomus,Paraglomeraceae,Glomeromycota,Paraglomeromycetes,Paraglomerales
fungi,79,4.42,NA,2.94,-0.15,-0.08,0.12,0.12,NA,NA,Ascomycota,NA,NA
fungi,324,6.27,3.95,4.98,0.02,0.06,0.11,0.08,NA,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,165,5.14,NA,NA,-0.15,-0.13,0.11,0.13,Alternaria,Pleosporaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,334,4.86,4.82,4.67,-0.13,-0.23,0.11,-0.06,Knufia,Trichomeriaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,225,3.14,NA,NA,-0.13,-0.11,0.11,0.24,NA,NA,Ascomycota,Leotiomycetes,Helotiales
fungi,231,3.4,2.83,3.97,-0.05,-0.15,0.11,0.32,Lachnum,Hyaloscyphaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,196,2.76,2.63,3.26,0.01,0.07,0.11,0.23,Botrytis,Sclerotiniaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,73,3.03,2.83,2.29,-0.14,-0.2,0.11,-0.09,NA,NA,Ascomycota,Sordariomycetes,Sordariales
fungi,199,3.46,2.66,2.47,-0.02,0.12,0.1,0.03,NA,NA,Ascomycota,Leotiomycetes,Helotiales
fungi,16,3.5,NA,NA,-0.1,0.09,0.1,-0.05,NA,NA,Ascomycota,Leotiomycetes,Helotiales
fungi,269,NA,4.84,NA,0.09,0.27,0.1,0.2,Crocicreas,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,332,3.22,3.61,NA,-0.2,-0.15,0.1,0.39,NA,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,521,2.7,3.82,3.86,-0.03,0.04,0.1,0.25,NA,NA,Ascomycota,Leotiomycetes,Helotiales
fungi,663,NA,4.52,NA,0.05,0.32,0.1,0.22,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,279,2.91,NA,2.19,-0.02,-0.12,0.1,0.29,NA,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,381,2.72,1.95,2.7,-0.04,-0.01,0.1,0.34,Fusarium,Nectriaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,509,4.08,3.61,NA,-0.1,0.04,0.1,0.23,Dominikia,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,152,NA,3.09,NA,-0.02,0.23,0.1,0.43,Venturia,Venturiaceae,Ascomycota,Dothideomycetes,Venturiales
fungi,578,NA,3.3,NA,-0.21,-0.1,0.1,0.35,NA,NA,NA,NA,NA
fungi,495,2.87,3.91,2.66,-0.04,-0.04,0.1,0.23,NA,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,388,4.37,NA,4.01,-0.12,-0.15,0.09,-0.03,Dactylonectria,Nectriaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,352,5.14,4.59,4.47,-0.12,-0.02,0.09,0.22,Tetracladium,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,443,3.82,NA,1.78,-0.15,-0.04,0.09,0.12,Hygrocybe,Hygrophoraceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,576,4.38,NA,4.37,-0.05,-0.08,0.09,-0.2,Clavulinopsis,Clavariaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,109,4.21,4.36,3.21,0.06,0.17,0.09,0.36,Cladophialophora,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,401,2.48,2.62,2.77,-0.09,-0.06,0.08,0.18,NA,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,242,NA,NA,NA,NA,NA,0.08,0.38,Podospora,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,600,NA,1.84,NA,-0.07,0.1,0.08,0.11,Pseudolophiotrema,NA,Ascomycota,Dothideomycetes,Pleosporales
fungi,322,4.51,3.51,5.82,-0.13,-0.33,0.08,0.04,NA,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,35,1.79,2.72,5.76,-0.13,-0.15,0.08,-0.04,Cheilymenia,Pyronemataceae,Ascomycota,Pezizomycetes,Pezizales
fungi,583,3.24,3.47,2.89,-0.09,-0.01,0.08,0.25,NA,NA,NA,NA,NA
fungi,624,5.09,NA,4.65,-0.04,0.08,0.08,-0.03,Glomus,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,580,8.31,NA,NA,-0.3,-0.27,0.07,-0.05,Aphanobasidium,Pterulaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,42,3.21,NA,NA,-0.11,0.07,0.07,-0.02,NA,Pyronemataceae,Ascomycota,Pezizomycetes,Pezizales
fungi,619,3.18,NA,NA,-0.31,-0.34,0.07,0.01,NA,Clavariaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,418,1.79,2.56,NA,-0.05,0.09,0.07,0.3,Ascochyta,Didymellaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,280,NA,3.74,NA,0,0.02,0.07,0.29,Rhizophagus,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,549,1.99,2.25,2.19,0.06,0.16,0.07,0.37,Apiotrichum,Trichosporonaceae,Basidiomycota,Tremellomycetes,Trichosporonales
fungi,83,NA,NA,NA,-0.16,-0.07,0.07,0.29,Phaeosphaeria,Phaeosphaeriaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,318,4.44,NA,2.51,0.06,-0.13,0.07,-0.3,NA,Geoglossaceae,Ascomycota,Geoglossomycetes,Geoglossales
fungi,243,NA,3.93,2.4,0.06,0.23,0.06,0.38,Podospora,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,217,3,1.61,2.3,0.05,0.17,0.06,0.06,NA,NA,Ascomycota,Leotiomycetes,Helotiales
fungi,166,NA,3.01,3.1,0.14,0.19,0.06,0.33,Alternaria,Pleosporaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,360,4.69,6.18,NA,-0.13,-0.28,0.06,0.16,Tetracladium,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,206,NA,3.14,NA,-0.01,0.1,0.06,0.17,Clarireedia,Sclerotiniaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,554,4.09,3.93,5.37,-0.13,-0.1,0.06,0.01,NA,NA,NA,NA,NA
fungi,377,5.08,3.28,2.8,0.06,0.24,0.06,-0.04,Mariannaea,Nectriaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,181,3.9,2.68,3.73,-0.13,-0.18,0.06,0.1,NA,NA,Ascomycota,Leotiomycetes,Helotiales
fungi,669,3.69,3.4,3.09,0.02,0.18,0.06,0.14,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,422,NA,NA,NA,-0.19,-0.1,0.06,0.28,Phoma,Didymellaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,52,1.79,NA,NA,-0.14,-0.1,0.05,0.35,NA,NA,Basidiomycota,Pucciniomycetes,Platygloeales
fungi,246,6.51,3.67,1.76,-0.05,0.17,0.05,0.15,NA,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,129,3.76,NA,4.26,-0.08,-0.12,0.05,0.15,NA,NA,Basidiomycota,Agaricomycetes,Sebacinales
fungi,416,5.76,4.38,4.87,0.01,0.11,0.05,0.01,NA,Didymellaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,13,3.26,3.18,NA,-0.09,0.04,0.05,0.26,Scutellospora,Gigasporaceae,Glomeromycota,Glomeromycetes,Gigasporales
fungi,635,NA,4.4,3.76,0.07,0.25,0.05,-0.03,NA,NA,NA,NA,NA
fungi,560,3.89,2.21,3.05,-0.21,-0.15,0.05,0.13,NA,NA,Ascomycota,Sordariomycetes,Xylariales
fungi,103,NA,4.13,NA,-0.01,0.07,0.04,0.18,Antennariella,Capnodiaceae,Ascomycota,Dothideomycetes,Capnodiales
fungi,276,2.89,NA,3.04,0.06,0.11,0.04,0.31,NA,NA,Ascomycota,Dothideomycetes,Capnodiales
fungi,539,6.09,5.69,6.05,0,0.23,0.04,0.24,Solicoccozyma,Piskurozymaceae,Basidiomycota,Tremellomycetes,Filobasidiales
fungi,34,1.1,1.79,2.94,0.1,0.18,0.04,0.21,Cryptodiscus,Stictidaceae,Ascomycota,Lecanoromycetes,Ostropales
fungi,176,4.51,3.7,5.74,-0.1,-0.07,0.04,0.11,Gremmenia,Phacidiaceae,Ascomycota,Leotiomycetes,Phacidiales
fungi,308,3.61,NA,5.16,0,-0.22,0.04,0.12,Penicillium,Aspergillaceae,Ascomycota,Eurotiomycetes,Eurotiales
fungi,432,NA,4.3,2.25,-0.02,0.01,0.04,0.11,Myrmecridium,Myrmecridiaceae,Ascomycota,Sordariomycetes,Myrmecridiales
fungi,542,1.7,2.71,NA,-0.21,-0.06,0.03,0.25,NA,NA,Basidiomycota,NA,NA
fungi,398,4.3,NA,3.83,0.05,-0.01,0.03,0.09,Rhizophagus,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,682,1.79,3.17,3.1,0.06,0.15,0.03,0.16,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,303,NA,4.04,3.67,0.2,0.31,0.03,0.21,NA,Extremaceae,Ascomycota,Dothideomycetes,Capnodiales
fungi,106,2.67,2.44,2.8,0.04,0.19,0.03,0.11,Cladophialophora,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,473,2.89,1.1,3.32,0.03,0.1,0.03,0.06,NA,NA,Ascomycota,Leotiomycetes,Helotiales
fungi,204,4.77,5,5.03,-0.01,0.2,0.02,0.03,Clarireedia,Sclerotiniaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,157,1.39,1.39,4.45,0.14,0.12,0.02,0.23,Juncaceicola,Phaeosphaeriaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,232,2.22,3.5,4.06,0.13,0.07,0.02,0.12,Albotricha,Hyaloscyphaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,618,4.42,2.64,4.74,-0.05,-0.17,0.02,0.1,Clavulinopsis,Clavariaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,60,3.28,2.71,4.65,0,-0.1,0.02,-0.03,NA,Thelebolaceae,Ascomycota,Leotiomycetes,Thelebolales
fungi,101,NA,NA,NA,-0.02,0.02,0.02,0.26,Antennariella,Capnodiaceae,Ascomycota,Dothideomycetes,Capnodiales
fungi,207,3.4,2.35,5.16,0.05,-0.13,0.01,-0.05,Clarireedia,Sclerotiniaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,362,NA,5.12,NA,-0.09,-0.1,0.01,0.02,Tetracladium,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,447,3.79,NA,4.61,-0.18,-0.08,0.01,-0.08,Archaeorhizomyces,Archaeorhizomycetaceae,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales
fungi,240,NA,2.4,NA,-0.03,0.02,0.01,0.23,Schizothecium,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,63,2.77,3.71,4.17,-0.1,-0.12,0.01,0.09,Alatospora,Leotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,517,NA,NA,NA,-0.06,0.09,0.01,0.34,NA,NA,NA,NA,NA
fungi,545,NA,2.08,NA,-0.14,0.11,0.01,0.22,Slooffia,Chrysozymaceae,Basidiomycota,Microbotryomycetes,Microbotryomycetes_ord_Incertae_sedis
fungi,45,2.36,1.57,2.57,-0.01,0.15,0.01,0.12,NA,Gigasporaceae,Glomeromycota,Glomeromycetes,Gigasporales
fungi,538,1.61,3.47,1.95,0.08,0.09,0.01,0.29,Phenoliferia,Kriegeriaceae,Basidiomycota,Microbotryomycetes,Kriegeriales
fungi,614,4.33,NA,3.81,-0.09,0,0.01,-0.18,NA,Clavariaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,115,5.27,2.85,1.55,-0.04,-0.06,0,0.09,NA,Sporormiaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,410,NA,4.51,2.89,-0.03,0.05,0,0.04,Herpotrichia,Melanommataceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,537,NA,4.91,NA,0.03,0.28,0,0.19,Solicoccozyma,Piskurozymaceae,Basidiomycota,Tremellomycetes,Filobasidiales
fungi,505,2.72,NA,3.17,0.07,0,0,-0.08,NA,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,489,3.54,4.5,3.53,-0.1,-0.03,0,-0.03,NA,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,677,2.56,3.45,3.82,-0.11,-0.07,0,0.3,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,562,3.2,3.18,2.59,-0.23,-0.22,0,0.16,NA,Amphisphaeriaceae,Ascomycota,Sordariomycetes,Xylariales
fungi,482,2.34,NA,1.61,-0.11,-0.06,0,0.12,Septoria,Mycosphaerellaceae,Ascomycota,Dothideomycetes,Capnodiales
fungi,491,1.61,3.03,3.37,0.17,0.34,0,-0.07,Cistella,Hyaloscyphaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,506,NA,3.58,NA,0.08,0.13,0,0.22,Glomus,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,501,NA,1.95,2.08,-0.06,0.07,0,0.3,Dominikia,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,586,3.13,3.33,3.09,-0.02,-0.02,0,0.02,NA,NA,Ascomycota,Eurotiomycetes,NA
fungi,107,3.04,2.83,NA,0.04,0.34,0,-0.04,Cladophialophora,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,300,NA,3.06,2.48,0.17,0.22,0,0.12,NA,NA,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,3,4.96,2.06,2.68,0.02,-0.05,-0.01,0.1,Tausonia,Mrakiaceae,Basidiomycota,Tremellomycetes,Cystofilobasidiales
fungi,302,3.33,2.49,4.82,0,0.16,-0.01,0.16,Ramularia,Mycosphaerellaceae,Ascomycota,Dothideomycetes,Capnodiales
fungi,244,5.15,2.82,NA,-0.21,-0.03,-0.01,0.35,Schizothecium,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,662,5.13,NA,5.72,-0.08,-0.24,-0.01,-0.08,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,326,2.76,3.19,3.39,0.1,0.17,-0.01,0.07,NA,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,125,3.04,2.01,2.72,0,-0.07,-0.01,0.39,Vishniacozyma,Bulleribasidiaceae,Basidiomycota,Tremellomycetes,Tremellales
fungi,484,2.92,4.14,3.43,0.11,0.18,-0.01,0.08,NA,NA,NA,NA,NA
fungi,507,NA,3.3,NA,0.05,0.12,-0.01,0.17,Glomus,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,459,5.84,NA,4.67,0.02,-0.28,-0.01,-0.07,Archaeorhizomyces,Archaeorhizomycetaceae,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales
fungi,487,NA,7.25,1.39,0.01,0.16,-0.01,0.04,Hemileucoglossum,Geoglossaceae,Ascomycota,Geoglossomycetes,Geoglossales
fungi,205,NA,8.42,6.36,0.13,0.13,-0.02,-0.15,Clarireedia,Sclerotiniaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,456,NA,NA,5.6,0.01,0.07,-0.02,0.2,Archaeorhizomyces,Archaeorhizomycetaceae,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales
fungi,128,NA,2.83,4.43,0.12,0.23,-0.02,0.14,Serendipita,Serendipitaceae,Basidiomycota,Agaricomycetes,Sebacinales
fungi,678,4.77,4.93,5.11,0.04,0.01,-0.02,0.2,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,297,2.1,2.92,1.92,0,0.19,-0.03,0.15,Verticillium,Plectosphaerellaceae,Ascomycota,Sordariomycetes,Glomerellales
fungi,563,3.02,NA,3.15,0.1,-0.04,-0.03,-0.16,NA,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,182,NA,NA,NA,-0.04,0.02,-0.03,0.25,NA,Helotiaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,486,3.81,3.12,3.47,0,-0.18,-0.03,0,NA,NA,NA,NA,NA
fungi,561,4,NA,3.04,-0.16,-0.01,-0.03,0.12,NA,NA,Ascomycota,Sordariomycetes,Xylariales
fungi,82,3.41,NA,2.09,-0.18,-0.2,-0.04,0.02,Candida,Saccharomycetales_fam_Incertae_sedis,Ascomycota,Saccharomycetes,Saccharomycetales
fungi,1,3.79,1.79,3.21,-0.13,-0.15,-0.04,0.07,Mrakia,Mrakiaceae,Basidiomycota,Tremellomycetes,Cystofilobasidiales
fungi,90,NA,NA,4.64,-0.09,0.04,-0.04,0.16,NA,NA,Ascomycota,Leotiomycetes,Helotiales
fungi,211,6.73,4.55,4.19,-0.01,0.17,-0.04,0.23,Leohumicola,Helotiales_fam_Incertae_sedis,Ascomycota,Leotiomycetes,Helotiales
fungi,462,NA,2.48,NA,-0.09,NA,-0.04,0.19,Archaeorhizomyces,Archaeorhizomycetaceae,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales
fungi,536,6.25,6.16,6.47,0.02,-0.02,-0.04,0.09,Solicoccozyma,Piskurozymaceae,Basidiomycota,Tremellomycetes,Filobasidiales
fungi,424,3.22,NA,2.3,0.04,-0.03,-0.04,0.15,Darksidea,Lentitheciaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,525,4.23,2.71,3.3,0.1,0.17,-0.04,-0.01,NA,NA,Ascomycota,Leotiomycetes,Helotiales
fungi,66,4.14,3.92,2.8,0.01,0.11,-0.05,-0.01,Cladophialophora,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,383,6.94,5.69,7.02,0,-0.13,-0.05,0.04,Ilyonectria,Nectriaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,463,3.26,4.32,7.31,-0.01,0.01,-0.05,-0.16,Archaeorhizomyces,Archaeorhizomycetaceae,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales
fungi,97,4.06,4.49,5.5,0.16,0.2,-0.05,0.32,Archaeorhizomyces,Archaeorhizomycetaceae,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales
fungi,343,2.47,3.61,3.7,0.19,0.2,-0.05,-0.15,Metapochonia,Clavicipitaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,122,NA,5.08,3.25,0.15,0.02,-0.05,-0.17,Oculimacula,Dermateaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,241,3,3.74,3.66,0.12,0.3,-0.05,0.19,Podospora,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,358,NA,5.21,NA,0,NA,-0.05,0.08,Laetinaevia,Dermateaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,92,4.3,NA,3.84,0,-0.11,-0.05,0.05,NA,NA,Ascomycota,NA,NA
fungi,189,NA,NA,NA,0.04,0.16,-0.06,0.16,NA,NA,Ascomycota,Sordariomycetes,NA
fungi,250,NA,NA,3.14,0.06,0.18,-0.06,0.18,Apodus,Lasiosphaeriaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,500,2.56,2.73,3.75,-0.01,0.04,-0.06,0.03,NA,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,371,2.94,3.55,3.55,-0.04,0.12,-0.06,0.06,Gliomastix,Bionectriaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,37,3.14,1.61,2.03,0.17,0.27,-0.06,-0.03,Byssonectria,Pyronemataceae,Ascomycota,Pezizomycetes,Pezizales
fungi,631,9.48,NA,2.31,-0.06,-0.25,-0.06,-0.21,NA,Ceratobasidiaceae,Basidiomycota,Agaricomycetes,Cantharellales
fungi,74,1.61,3.76,1.79,0.06,0.23,-0.06,0.29,NA,NA,Ascomycota,Sordariomycetes,Sordariales
fungi,616,NA,NA,3.85,0.04,-0.06,-0.07,0.15,Clavulinopsis,Clavariaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,293,2.13,4.98,3.99,0.12,0.26,-0.07,0.11,Penicillium,Aspergillaceae,Ascomycota,Eurotiomycetes,Eurotiales
fungi,256,NA,NA,NA,0.03,0.18,-0.07,0.12,Botryotrichum,Chaetomiaceae,Ascomycota,Sordariomycetes,Sordariales
fungi,589,NA,NA,NA,0.06,0.25,-0.07,0.04,Preussia,Sporormiaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,553,4.43,4.82,4.99,0.05,0.16,-0.07,0.22,NA,NA,Ascomycota,NA,NA
fungi,493,3.76,4.02,4.57,0.21,0.22,-0.07,0.02,Microdochium,Microdochiaceae,Ascomycota,Sordariomycetes,Xylariales
fungi,408,NA,3.89,NA,-0.05,0.15,-0.07,0.13,NA,Melanommataceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,65,3,3.87,3.73,0.16,0.26,-0.08,0.15,Cladophialophora,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,162,2.85,3.23,3.51,0.04,-0.04,-0.08,-0.03,Cladosporium,Cladosporiaceae,Ascomycota,Dothideomycetes,Capnodiales
fungi,577,2.64,NA,0.69,-0.24,-0.07,-0.08,-0.01,NA,Ceratobasidiaceae,Basidiomycota,Agaricomycetes,Cantharellales
fungi,177,4.25,NA,3.85,0.12,0.11,-0.08,-0.03,Gremmenia,Phacidiaceae,Ascomycota,Leotiomycetes,Phacidiales
fungi,139,3.04,2.37,3.5,-0.14,-0.07,-0.08,0.05,Minimedusa,Cantharellales_fam_Incertae_sedis,Basidiomycota,Agaricomycetes,Cantharellales
fungi,379,2.56,3.03,2.6,0.24,0.27,-0.08,0.15,Monocillium,Hypocreaceae,Ascomycota,Sordariomycetes,Hypocreales
fungi,48,3.87,3.03,3.45,0.05,0.15,-0.09,0.09,Paraleptosphaeria,Leptosphaeriaceae,Ascomycota,Dothideomycetes,Pleosporales
fungi,147,NA,NA,NA,NA,NA,-0.09,0.11,NA,NA,Basidiomycota,Agaricomycetes,NA
fungi,672,3.69,NA,3.72,-0.12,-0.2,-0.09,-0.05,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,444,NA,4.84,3.01,0.14,0.19,-0.09,0.05,Hygrocybe,Hygrophoraceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,123,6.07,2.33,2.57,0.05,-0.13,-0.09,-0.04,Volucrispora,Helotiales_fam_Incertae_sedis,Ascomycota,Leotiomycetes,Helotiales
fungi,642,2.99,3.91,3,0.17,0.05,-0.09,0.07,Clavaria,Clavariaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,441,2.98,NA,4.02,-0.04,-0.13,-0.09,-0.2,Cadophora,Helotiales_fam_Incertae_sedis,Ascomycota,Leotiomycetes,Helotiales
fungi,100,2.75,1.96,2.33,0.08,0.04,-0.09,0.08,Pseudeurotium,Pseudeurotiaceae,Ascomycota,Leotiomycetes,Thelebolales
fungi,684,2.77,2.83,3.58,0.15,0.1,-0.09,-0.05,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,99,6.9,3.64,4.48,0.12,0.16,-0.09,0.3,NA,NA,Ascomycota,NA,NA
fungi,477,NA,3.9,2.93,0.23,0.22,-0.1,0.03,NA,NA,Basidiomycota,Agaricomycetes,Polyporales
fungi,218,NA,NA,NA,NA,NA,-0.1,0.22,Cistella,Hyaloscyphaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,287,4.5,2.53,2.99,0.11,0.21,-0.1,0.01,Archaeorhizomyces,Archaeorhizomycetaceae,Ascomycota,Archaeorhizomycetes,Archaeorhizomycetales
fungi,11,4.65,3.66,5.89,-0.07,-0.04,-0.1,0.04,NA,NA,NA,NA,NA
fungi,330,NA,NA,3.88,0.21,NA,-0.1,0.06,NA,Herpotrichiellaceae,Ascomycota,Eurotiomycetes,Chaetothyriales
fungi,23,3.91,NA,4.08,-0.07,-0.18,-0.1,-0.07,Paraglomus,Paraglomeraceae,Glomeromycota,Paraglomeromycetes,Paraglomerales
fungi,43,NA,NA,NA,0.15,0.34,-0.1,0,Paraglomus,Paraglomeraceae,Glomeromycota,Paraglomeromycetes,Paraglomerales
fungi,673,NA,NA,NA,-0.02,0.04,-0.1,0.01,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,174,2.33,NA,4.21,0.15,0.08,-0.1,-0.11,Gremmenia,Phacidiaceae,Ascomycota,Leotiomycetes,Phacidiales
fungi,638,2.56,NA,3.79,0.2,0.13,-0.11,0.09,Clavaria,Clavariaceae,Basidiomycota,Agaricomycetes,Agaricales
fungi,119,2.08,3.73,1.87,0.05,0.22,-0.11,0.14,Hyaloscypha,Hyaloscyphaceae,Ascomycota,Leotiomycetes,Helotiales
fungi,608,NA,1.39,4.03,0.28,NA,-0.11,0.33,Athelopsis,Atheliaceae,Basidiomycota,Agaricomycetes,Atheliales
fungi,626,1.63,2.48,3.12,0.14,0.1,-0.11,0.03,Glomus,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
fungi,153,3.82,2.88,3.83,0.08,-0.09,-0.11,0.17,Venturia,Venturiaceae,Ascomycota,Dothideomycetes,Venturiales
fungi,675,1.95,2.69,3.58,0.08,-0.05,-0.11,-0.03,Mortierella,Mortierellaceae,Mortierellomycota,Mortierellomycetes,Mortierellales
fungi,508,5.65,4.79,4.06,0.07,0.06,-0.11,0.16,Dominikia,Glomeraceae,Glomeromycota,Glomeromycetes,Glomerales
